 ID-EVENTO;TITULO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;FECHA;FECHA-FIN;HORA;CONTENT-URL;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;TIPO
000012277838;Mrs. Robinson La canción lenta del guateque;1;0;;2024-02-10 00:00:00.0;2024-02-10 00:00:00.0;0:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d1533e7dc96d810VgnVCM1000001d4a900aRCRD;Centro Cultural Príncipe de Asturias (Ciudad Lineal);1,5,6;CALLE;HERMANOS GARCIA NOBLEJAS;14;CIUDAD LINEAL;PUEBLO NUEVO;28037;445948;4476395;/contenido/actividades/Musica
000012269638;Mujer tenías que ser;1;0;;2024-03-08 00:00:00.0;2024-03-08 23:59:00.0;18:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ccbf3b92745d810VgnVCM1000001d4a900aRCRD;Auditorio Municipal Las Trece Rosas;1;CALLE;MONTE DE MONTJUICH;7;VILLA DE VALLECAS;CASCO H.VALLECAS;28031;447581;4470145;/contenido/actividades/Musica
000012280666;Mujer y deporte;1;0;;2024-03-07 00:00:00.0;2024-03-07 23:59:00.0;16:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=592e7b45dd28d810VgnVCM1000001d4a900aRCRD;Parque Lineal de Palomeras;2;AVENIDA;ALBUFERA;293;PUENTE DE VALLECAS;PALOMERAS SURESTE;28038;445987;4470776;
000012272924;Mujeres;1;0;;2024-03-08 00:00:00.0;2024-03-08 23:59:00.0;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c1374b7e6ee5d810VgnVCM2000001f4a900aRCRD;Centro Cultural Orcasur (Usera);1;PLAZA;PUEBLO;2;USERA;ORCASUR;28041;440472;4468702;/contenido/actividades/Musica
000011700097;Mujeres Árbol. Exposición;1;1;L,M,X,J,V;2023-12-07 00:00:00.0;2024-03-01 23:59:00.0;10:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5aae07092f811810VgnVCM1000001d4a900aRCRD;Espacio de Igualdad María de Maeztu. Latina;1;CALLE;MARCELINO CASTILLO;29;LATINA;ALUCHE;28047;436800;4471778;/contenido/actividades/Exposiciones
000012248766;Mujeres en el XIX: reinas, escritoras y mujeres omitidas de la historia;1;1;M;2024-02-06 00:00:00.0;2024-03-19 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6934f24036cfc810VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán);1,6;CALLE;FRANCOS RODRIGUEZ;67;TETUAN;BELLAS VISTAS;28039;439755;4478779;/contenido/actividades/CursosTalleres
000012280665;Mujeres en escena;1;0;;2024-03-05 00:00:00.0;2024-03-05 23:59:00.0;17:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=71cd7b45dd28d810VgnVCM1000001d4a900aRCRD;Centro Cultural Paco Rabal (Palomeras Bajas);2;CALLE;FELIPE DE DIEGO;13;PUENTE DE VALLECAS;PALOMERAS BAJAS;28018;443880;4470084;
000012247416;Mujer, lidera tu vida. Taller de empoderamiento femenino;1;1;J;2024-01-18 00:00:00.0;2024-06-20 23:59:00.0;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0472b4b59c7fc810VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal San Fermín (Usera);1,5,6;AVENIDA;SAN FERMIN;10;USERA;SAN FERMIN;28041;441188;4469184;/contenido/actividades/CursosTalleres
000012274239;Música y recuerdos;1;0;;2024-02-09 00:00:00.0;2024-02-09 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f5d4283107f5d810VgnVCM2000001f4a900aRCRD;Centro Sociocultural Almirante Churruca (Latina);1;CALLE;FUENTE DEL TIRO;72;LATINA;LAS AGUILAS;28024;433786;4470559;/contenido/actividades/Musica
000012272164;Musical: The greatest show man;1;0;;2024-02-10 00:00:00.0;2024-02-10 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b0884be663b5d810VgnVCM2000001f4a900aRCRD;Centro Cultural el Torito (Moratalaz);1;AVENIDA;MORATALAZ;130;MORATALAZ;VINATEROS;28030;445141;4473033;/contenido/actividades/DanzaBaile
000012274733;Músicas improvisadas;1;0;;2024-02-25 00:00:00.0;2024-02-25 23:59:00.0;12:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b9c94220fc36d810VgnVCM2000001f4a900aRCRD;Centro de Educación Ambiental y Cultural Maris Stella (Usera);1;CALLE;DOCTOR TOLOSA LATOUR;16;USERA;PRADOLONGO;28026;440301;4469524;/contenido/actividades/Musica
000012256667;Música: `Concierto de Carnaval´;1;0;;2024-02-16 00:00:00.0;2024-02-16 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=22c62a769571d810VgnVCM2000001f4a900aRCRD;Centro Sociocultural Bohemios (Villaverde);1;CALLE;LOS BOHEMIOS;1;VILLAVERDE;LOS ANGELES;28041;441066;4467547;/contenido/actividades/Musica/Zarzuela
000012262421;Música: 'La voz luminosa de México'.;1;0;;2024-02-09 00:00:00.0;2024-02-09 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ec5c19f33162d810VgnVCM1000001d4a900aRCRD;Centro Sociocultural José de Espronceda (Tetuán);1;CALLE;ALMANSA;9;TETUAN;BELLAS VISTAS;28039;440258;4477792;/contenido/actividades/Musica
000012266750;Nanuk en el bosque de las emociones;1;0;;2024-02-22 00:00:00.0;2024-02-22 23:59:00.0;18:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8180dc4cdff3d810VgnVCM1000001d4a900aRCRD;Centro Sociocultural Tetuán;1;CALLE;BRAVO MURILLO;251;TETUAN;BERRUGUETE;28020;440628;4478947;/contenido/actividades/CuentacuentosTiteresMarionetas
000012261570;Negu Hurbilak;0;0;;2024-02-23 00:00:00.0;2024-02-23 23:59:00.0;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6f020d566802d810VgnVCM1000001d4a900aRCRD;Cineteca Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;/contenido/actividades/ProgramacionDestacadaAgendaCultura
000012261684;Negu Hurbilak;0;0;;2024-02-27 00:00:00.0;2024-02-27 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=11125911dd02d810VgnVCM2000001f4a900aRCRD;Cineteca Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;/contenido/actividades/ProgramacionDestacadaAgendaCultura
000012261679;Negu Hurbilak;0;0;;2024-02-24 00:00:00.0;2024-02-24 23:59:00.0;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7be15911dd02d810VgnVCM2000001f4a900aRCRD;Cineteca Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;/contenido/actividades/ProgramacionDestacadaAgendaCultura
000012261683;Negu Hurbilak;0;0;;2024-02-25 00:00:00.0;2024-02-25 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=70025911dd02d810VgnVCM2000001f4a900aRCRD;Cineteca Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;/contenido/actividades/ProgramacionDestacadaAgendaCultura
000012162198;NIVHEK a.k.a. GROUPER;0;0;;2024-03-23 00:00:00.0;2024-03-23 23:59:00.0;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d76911fbbf1db810VgnVCM1000001d4a900aRCRD;Centro de Cultura Contemporánea Conde Duque;1;CALLE;CONDE DUQUE;9;CENTRO;UNIVERSIDAD;28015;439723;4475438;/contenido/actividades/ProgramacionDestacadaAgendaCultura
000012270275;No hay ladrón que por bien no venga;1;0;;2024-02-18 00:00:00.0;2024-02-18 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=89ddafe35f45d810VgnVCM1000001d4a900aRCRD;Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas);1;AVENIDA;GLORIETAS;19;PUENTE DE VALLECAS;ENTREVIAS;28053;443976;4469457;/contenido/actividades/TeatroPerformance
000012078464;No va a quedar nada de todo esto;0;1;L,M,X,J,V,S,D;2023-11-02 00:00:00.0;2024-03-10 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e61ddeaa3fb1a810VgnVCM1000001d4a900aRCRD;CentroCentro;1;PLAZA;CIBELES;1;RETIRO;LOS JERONIMOS;28014;441277;4474496;/contenido/actividades/ProgramacionDestacadaAgendaCultura
000012206677;Nosotras. Una mirada interior;0;1;L,M,X,J,V,S,D;2024-01-31 00:00:00.0;2024-02-27 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d37aabd75c42c810VgnVCM1000001d4a900aRCRD;Centro Cultural Sanchinarro (Hortaleza);1;CALLE;PRINCESA DE EBOLI;29;HORTALEZA;VALDEFUENTES;28050;444469;4482391;/contenido/actividades/Exposiciones
000012274242;Nostalgia;1;0;;2024-02-16 00:00:00.0;2024-02-16 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e3d4283107f5d810VgnVCM2000001f4a900aRCRD;Centro Sociocultural Almirante Churruca (Latina);1;CALLE;FUENTE DEL TIRO;72;LATINA;LAS AGUILAS;28024;433786;4470559;/contenido/actividades/Musica
000012242024;Novela Negra Francesa. Distopía, ciencia ficción y suspense.;1;0;;2024-02-20 00:00:00.0;2024-02-20 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7e9f6da8b8dc810VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro);1,6;PASEO;FERNÁN NÚÑEZ;24;RETIRO;LOS JERONIMOS;28009;442345;4474221;/contenido/actividades/ConferenciasColoquios
000012103177;NUBIYAN TWIST;0;0;;2024-04-25 00:00:00.0;2024-04-25 23:59:00.0;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f814bce0ecaa810VgnVCM1000001d4a900aRCRD;Centro de Cultura Contemporánea Conde Duque;1;CALLE;CONDE DUQUE;9;CENTRO;UNIVERSIDAD;28015;439723;4475438;/contenido/actividades/ProgramacionDestacadaAgendaCultura
000012260898;Nuestra amiga la luna + Alegrías riojanas;0;0;;2024-02-10 00:00:00.0;2024-02-10 23:59:00.0;20:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=69e586c893c1d810VgnVCM1000001d4a900aRCRD;Cineteca Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;/contenido/actividades/ProgramacionDestacadaAgendaCultura
000012258037;Nuestra amiga la luna + Alegrías riojanas;0;0;;2024-02-09 00:00:00.0;2024-02-09 23:59:00.0;20:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=110592b4ec71d810VgnVCM1000001d4a900aRCRD;Cineteca Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;/contenido/actividades/ProgramacionDestacadaAgendaCultura
000012260899;Nuestra amiga la luna + Alegrías riojanas;0;0;;2024-02-11 00:00:00.0;2024-02-11 23:59:00.0;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=030686c893c1d810VgnVCM1000001d4a900aRCRD;Cineteca Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;/contenido/actividades/ProgramacionDestacadaAgendaCultura
000012253877;Nuye;0;1;V,S;2024-04-05 00:00:00.0;2024-04-06 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b03b72efe121d810VgnVCM1000001d4a900aRCRD;Teatro Circo Price;1;RONDA;ATOCHA;35;ARGANZUELA;PALOS DE LA FRONTERA;28012;440722;4473051;/contenido/actividades/ProgramacionDestacadaAgendaCultura
000012263732;Observación de estrellas desde la Dehesa;1;0;;2024-02-09 00:00:00.0;2024-02-09 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f7c45822a53d810VgnVCM2000001f4a900aRCRD;Centro de Educación Ambiental de Dehesa de la Villa;1;PARQUE;DEHESA DE LA VILLA;0;MONCLOA-ARAVACA;;28039;439102;4478967;
000012271757;Ogami Press y Juan de Andrés Arias;0;1;L,M,X,J,V,S,D;2024-04-26 00:00:00.0;2024-04-27 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f412c160f1a5d810VgnVCM1000001d4a900aRCRD;CentroCentro;1;PLAZA;CIBELES;1;RETIRO;LOS JERONIMOS;28014;441277;4474496;/contenido/actividades/ActividadesCalleArteUrbano
000012070509;OpenLAB#03 Mentes Sintéticas;0;1;V,S;2024-02-09 00:00:00.0;2024-02-10 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bbff80ac42ca9810VgnVCM1000001d4a900aRCRD;Medialab en Matadero. Matadero Madrid;1;PASEO;CHOPERA;14;ARGANZUELA;CHOPERA;28045;440828;4471551;/contenido/actividades/RecitalesPresentacionesActosLiterarios
000012253880;Oraison;0;1;L,M,X,J,V,S,D;2024-05-16 00:00:00.0;2024-05-18 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea4b72efe121d810VgnVCM1000001d4a900aRCRD;Teatro Circo Price;1;RONDA;ATOCHA;35;ARGANZUELA;PALOS DE LA FRONTERA;28012;440722;4473051;/contenido/actividades/ProgramacionDestacadaAgendaCultura
000012273532;Orquesta de cuerda y Orquesta sinfónica;1;0;;2024-02-29 00:00:00.0;2024-02-29 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e269283107f5d810VgnVCM2000001f4a900aRCRD;Auditorio y sala de exposiciones Paco de Lucía (Latina);1;AVENIDA;LAS AGUILAS;2;LATINA;LAS AGUILAS;28044;435135;4470763;/contenido/actividades/Musica
000012259037;Orquesta sinfónica Forum Musikae;1;0;;2024-02-25 00:00:00.0;2024-02-25 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5677bc730bb1d810VgnVCM1000001d4a900aRCRD;Centro Cultural Antonio Machado (San Blas - Canillejas);1;CALLE;SAN ROMAN DEL VALLE;8;SAN BLAS-CANILLEJAS;ARCOS;28037;447255;4474591;/contenido/actividades/Musica
000012263070;Pablo García;1;0;;2024-02-24 00:00:00.0;2024-02-24 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=91e33e0f7213d810VgnVCM1000001d4a900aRCRD;Centro Cultural Las Californias (Retiro);1;CALLE;LUIS PEIDRO;2;RETIRO;ADELFAS;28007;442812;4472042;/contenido/actividades/Musica
000011970610;Paisaje y geomorfología de la Casa de Campo;1;0;;2024-03-10 00:00:00.0;2024-03-10 00:00:00.0;0:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a4f545ff8b227810VgnVCM1000001d4a900aRCRD;Centro de Educación Ambiental de Casa de Campo;1;PARQUE;CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO);;MONCLOA-ARAVACA;CASA DE CAMPO;28011;437990;4474399;
000012266428;Palabras suaves (Smooth Talk);0;0;;2024-02-13 00:00:00.0;2024-02-13 23:59:00.0;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=014293d324d3d810VgnVCM1000001d4a900aRCRD;Cineteca Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;/contenido/actividades/ProgramacionDestacadaAgendaCultura
000012271246;Papá quiero ser caballera;1;0;;2024-03-16 00:00:00.0;2024-03-16 23:59:00.0;18:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=59b9a9bdbd95d810VgnVCM2000001f4a900aRCRD;;;;;;;;;;;/contenido/actividades/TeatroPerformance
000012050516;Paraíso;0;1;M,X,J,V,S,D;2024-03-21 00:00:00.0;2024-04-07 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=938be6b609029810VgnVCM1000001d4a900aRCRD;Fernán Gómez Centro Cultural de la Villa;1,6;PLAZA;COLON;4;SALAMANCA;RECOLETOS;28001;441472;4475155;/contenido/actividades/ProgramacionDestacadaAgendaCultura
000012151480;Parix. Una escuela para el libro español;0;1;L,M,X,J,V,S,D;2023-11-20 00:00:00.0;2024-02-20 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ba1d6a4fe49b810VgnVCM1000001d4a900aRCRD;Matadero Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;
000012279533;Parque de Berlín;1;0;;2024-03-09 00:00:00.0;2024-03-09 23:59:00.0;11:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=baa9eba82ed7d810VgnVCM1000001d4a900aRCRD;Parque de Berlín;1;AVENIDA;RAMON Y CAJAL;2;CHAMARTIN;CIUDAD JARDIN;28016;442673;4478091;/contenido/actividades/ExcursionesItinerariosVisitas
000012279532;Parque de Berlín;1;0;;2024-02-23 00:00:00.0;2024-02-23 23:59:00.0;11:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4489eba82ed7d810VgnVCM1000001d4a900aRCRD;Parque de Berlín;1;AVENIDA;RAMON Y CAJAL;2;CHAMARTIN;CIUDAD JARDIN;28016;442673;4478091;/contenido/actividades/ExcursionesItinerariosVisitas
000012279512;Parque Enrique Tierno Galván;1;0;;2024-02-25 00:00:00.0;2024-02-25 23:59:00.0;11:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=efb6b84798d7d810VgnVCM1000001d4a900aRCRD;Parque Enrique Tierno Galván;2;CALLE;MENESES;4;ARGANZUELA;LEGAZPI;28045;442152;4471501;/contenido/actividades/ExcursionesItinerariosVisitas
000012279514;Parque Enrique Tierno Galván;1;0;;2024-03-07 00:00:00.0;2024-03-07 23:59:00.0;11:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=92d6b84798d7d810VgnVCM1000001d4a900aRCRD;Parque Enrique Tierno Galván;2;CALLE;MENESES;4;ARGANZUELA;LEGAZPI;28045;442152;4471501;/contenido/actividades/ExcursionesItinerariosVisitas
000012266655;Pasacalles con la charanga por el Barrio del Aeropuerto y orquesta en el Centro de Mayores;1;0;;2024-02-10 00:00:00.0;2024-02-10 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=97badc4cdff3d810VgnVCM1000001d4a900aRCRD;;;;;;;;;;;/contenido/actividades/ActividadesCalleArteUrbano
000012278865;Pasacalles Fin de Fiesta;0;0;;2024-02-10 00:00:00.0;2024-02-10 23:59:00.0;14:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=820a91062297d810VgnVCM1000001d4a900aRCRD;Matadero Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;/contenido/actividades/FiestasCarnavales
000011777688;Paseo ornitológico;1;0;;2024-02-24 00:00:00.0;2024-02-24 00:00:00.0;0:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1960832e34353810VgnVCM1000001d4a900aRCRD;Centro de Educación Ambiental de Casa de Campo;1;PARQUE;CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO);;MONCLOA-ARAVACA;CASA DE CAMPO;28011;437990;4474399;
000012224220;Pastores por un día;1;0;;2024-03-02 00:00:00.0;2024-03-02 00:00:00.0;0:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e4ef8e35918c810VgnVCM2000001f4a900aRCRD;Centro de Educación Ambiental de Casa de Campo;1;PARQUE;CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO);;MONCLOA-ARAVACA;CASA DE CAMPO;28011;437990;4474399;
000012224221;Pastores por un día;1;0;;2024-02-10 00:00:00.0;2024-02-10 00:00:00.0;0:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=446ef8e35918c810VgnVCM2000001f4a900aRCRD;Centro de Educación Ambiental de Casa de Campo;1;PARQUE;CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO);;MONCLOA-ARAVACA;CASA DE CAMPO;28011;437990;4474399;
000012272639;Payasos: Terapia Clown;0;0;;2024-02-22 00:00:00.0;2024-02-22 23:59:00.0;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6393b2d278e5d810VgnVCM1000001d4a900aRCRD;Centro Cultural el Torito (Moratalaz);1;AVENIDA;MORATALAZ;130;MORATALAZ;VINATEROS;28030;445141;4473033;
000012278130;Pedaleando en verde: en bici desde la Dehesa a la Quinta de los Molinos;1;0;;2024-02-17 00:00:00.0;2024-02-17 23:59:00.0;11:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0017338e1177d810VgnVCM2000001f4a900aRCRD;Centro de Educación Ambiental de Dehesa de la Villa;1;PARQUE;DEHESA DE LA VILLA;0;MONCLOA-ARAVACA;;28039;439102;4478967;/contenido/actividades/ExcursionesItinerariosVisitas
000012265607;Película del hierro y la nieve;0;0;;2024-02-15 00:00:00.0;2024-02-15 23:59:00.0;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d348240ad5b3d810VgnVCM1000001d4a900aRCRD;Cineteca Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;/contenido/actividades/ProgramacionDestacadaAgendaCultura
000012265743;Película del hierro y la nieve;0;0;;2024-02-18 00:00:00.0;2024-02-18 23:59:00.0;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=99d2fb9946b3d810VgnVCM2000001f4a900aRCRD;Cineteca Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;/contenido/actividades/ProgramacionDestacadaAgendaCultura
000012265498;Perdida en la isla;1;0;;2024-02-11 00:00:00.0;2024-02-11 23:59:00.0;12:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f6211c6df0b3d810VgnVCM1000001d4a900aRCRD;Auditorio Municipal al aire libre Lola Camarena;1;AVENIDA;LA GAVIA;13;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;28051;448205;4469500;/contenido/actividades/FiestasCarnavales
000012266417;Performance;0;0;;2024-02-15 00:00:00.0;2024-02-15 23:59:00.0;20:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=24e193d324d3d810VgnVCM1000001d4a900aRCRD;Cineteca Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;/contenido/actividades/ProgramacionDestacadaAgendaCultura
000012281443;Performance;0;0;;2024-02-15 00:00:00.0;2024-02-15 23:59:00.0;20:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6ab36f760f78d810VgnVCM2000001f4a900aRCRD;Cineteca Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;/contenido/actividades/CineActividadesAudiovisuales
