"multa","rating","place","date","monetaryAmount","descuento","denunciante","causa","coordenadas","city"
"http://multas-circulacion.es/ayuntamientomadrid/resource/Multa/9441548","GRAVE","MIOSOTIS, 46 B","2023-09-01T10:24Z","200",,"AGENTES DE MOVILIDAD","ESTACIONAR OBSTACULIZANDO LA UTILIZACIÓN NORMAL DE UNPASO DE PEATONES.","(4405.00,44798.75)","Madrid"
